,bookID,title,authors,average_rating,  num_pages,ratings_count,text_reviews_count,publication_date
749,2423,Double Tap (Paul Madriani  #8),Steve Martini,3.92,401,2790,159,12/27/2005
750,2430,The List,Steve Martini,3.96,451,12534,141,12/1/1997
751,2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,374,58408,1272,7/30/2002
752,2443,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,560,8879,693,2/11/2003
753,2445,Teaching English Abroad,Susan  Griffith,3.57,576,38,6,1/1/2007
755,2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,434,33,1,3/1/2007
756,2486,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,254,259,30,11/5/2002
757,2494,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,104,3094,301,3/31/2005
758,2495,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,150,372,36,7/1/2004
759,2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,275,68,6,10/1/1998
760,2501,The Time Machine,H.G. Wells/Melvin Burgess,3.89,123,284,35,3/1/2004
761,2504,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,864,875,33,5/1/2001
762,2506,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,432,80,11,7/13/2004
763,2508,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,414,856,111,6/28/2005
764,2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,560,1338,113,9/26/2006
765,2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,120,8228,410,10/1/1992
766,2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,368,2594,403,5/3/2005
767,2526,Blindness,José Saramago/Giovanni Pontiero,4.11,326,107455,7778,10/4/1999
768,2527,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,377,799,107,9/28/1994
769,2528,All the Names,José Saramago/Margaret Jull Costa,3.89,245,11016,734,10/5/2001
770,2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,64,3331,242,10/5/2000
771,2530,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,346,6184,284,10/16/1998
772,2531,The Cave,José Saramago/Margaret Jull Costa,3.84,307,7649,548,10/15/2003
773,2535,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,292,308,30,6/14/1996
774,2536,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,384,3826,191,9/17/1998
778,2542,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,314,331,62,9/1/1998
780,2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,902,1432,45,10/6/2009
781,2547,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,127,184293,5418,1/1/2010
782,2549,A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,228,2094,104,6/27/1950
783,2551,On the Road,Jack Kerouac,3.63,320,488,39,9/6/2005
784,2552,On the Road,Jack Kerouac/Ann Charters,3.63,281,5575,502,2/24/2000
785,2557,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,732,2732,105,4/4/2006
786,2560,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5,83,1,0,9/1/2006
787,2567,Aké: The Years of Childhood,Wole Soyinka,3.93,230,1284,90,10/23/1989
788,2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,165,3832,178,12/28/2004
789,2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4,142,54,4,4/29/2004
790,2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,272,125,13,4/1/2000
791,2595,Marketing Warfare,Al Ries/Jack Trout,4.11,216,942,59,12/13/2005
792,2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,301,633037,11898,1/7/2002
793,2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,3.98,234,4600,88,10/10/2001
794,2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,286,32079,752,1/7/2003
795,2619,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,512,14228,668,12/31/2002
796,2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,776,573,38,1/19/1999
797,2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.8,364,108,13,1/1/1969
798,2654,To Kill a Mockingbird,Harper Lee,4.27,323,10524,898,7/5/2005
799,2655,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,11,697,180,8/22/2006
800,2661,To Kill a Mockingbird,Harper Lee,4.27,323,271,34,10/17/2006
801,2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,199,66,4,9/20/1995
802,2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,64,13562,141,2/2/1996
803,2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,416,2161,50,8/1/2005
804,2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,144,3,0,5/4/2004
805,2686,The Bostonians,Henry James/R.D. Gooder,3.59,504,85,12,7/23/1998
806,2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,1035,25,4,3/10/2003
807,2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,713,27,3,2/2/2006
808,2692,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,958,198,7,1/1/1996
809,2696,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,504,168559,2365,1/30/2003
810,2698,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,465,257,22,7/9/1998
812,2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,530,73,5,12/31/1977
813,2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,456,84,4,5/23/1996
814,2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,272,70,6,5/26/1983
815,2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,383,36,5,1/28/1964
817,2713,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,611,70,8,5/26/1977
818,2715,Salt: A World History,Mark Kurlansky,3.74,484,50335,3012,1/28/2003
819,2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,32,1178,173,11/1/2003
820,2719,The Book of Salt,Monique Truong,3.52,261,4411,629,6/15/2004
821,2722,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,627,856,105,7/17/1989
822,2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,763,9344,995,6/3/2003
823,2725,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,288,9254,194,1/13/1969
824,2727,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,288,39,5,11/1/2006
825,2731,Advanced Global Illumination,Philip Dutre,4.5,366,17,2,8/30/2006
826,2735,Snow Falling On Cedars,David Guterson,3.83,404,588,46,10/21/1999
827,2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,331,52028,2513,8/1/1997
828,2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,480,1397,128,5/10/1999
829,2749,Microserfs,Douglas Coupland,3.88,371,442,38,1/1/2008
830,2756,New Media Language,Jean Aitchison/Diana M. Lewis,3,209,2,0,5/22/2003
831,2761,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,336,6599,635,5/8/1997
832,2767,A People's History of the United States,Howard Zinn,4.08,729,167321,4711,8/2/2005
833,2768,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,619,39,3,7/1/2003
834,2770,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4,496,22,0,8/1/2003
835,2778,Graphic Design: A Concise History (World of Art),Richard Hollis,4,232,675,12,5/17/2002
836,2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,272,206,9,10/21/1996
837,2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,256,81,12,9/1/1995
838,2794,The Crying of Lot 49,Thomas Pynchon,3.69,152,57011,3332,10/17/2006
839,2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,337,6368,321,10/1/2000
840,2804,Passionate Minds,David Bodanis,4.1,373,717,112,10/10/2006
841,2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,303,448,18,12/1/2002
842,2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,307,3976,163,11/1/1985
843,2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,320,496,48,3/19/2002
844,2815,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,64,367,38,9/30/1990
845,2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,48,235,4,3/7/2000
846,2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,246,5236,506,1/1/1984
847,2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,204,388,23,4/22/1999
848,2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,320,843,42,5/7/1990
849,2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,84,32,0,6/17/2004
850,2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,160,10147,301,11/27/2003
851,2826,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4,179,9,2,3/14/2008
852,2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,512,3664,58,3/6/1997
853,2835,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,0,3,0,1/1/2003
854,2836,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4,191,1811,152,7/1/2008
855,2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,32,4,1,1/1/2002
856,2847,Bread and Roses  Too,Katherine Paterson,3.76,275,2018,294,9/4/2006
857,2851,The Invisible Child,Katherine Paterson,4.27,266,99,27,12/31/2001
858,2855,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,186,1771,99,9/15/1998
859,2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,313,38,1,5/1/2000
860,2864,Girl with a Pearl Earring,Tracy Chevalier,3.88,233,1162,127,9/30/2003
861,2868,The Golden Tulip,Rosalind Laker,3.94,585,29,4,9/1/1991
862,2871,Burning Bright,Tracy Chevalier,3.36,320,10919,1113,3/20/2007
863,2872,Falling Angels,Tracy Chevalier,3.58,336,20321,1214,9/24/2002
864,2873,The Virgin Blue,Tracy Chevalier,3.66,304,26029,1588,6/24/2003
866,2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,80,42,0,3/8/2006
867,2879,Bleach  Volume 15,Tite Kubo,4.42,208,19945,76,10/3/2006
868,2880,Bleach  Volume 01,Tite Kubo,4.22,200,140403,1063,5/19/2004
869,2881,Bleach  Volume 14,Tite Kubo,4.38,208,10356,79,8/1/2006
870,2882,Bleach  Volume 11,Tite Kubo,4.36,208,8773,84,2/7/2006
871,2883,Bleach  Volume 12,Tite Kubo,4.36,208,8948,86,4/4/2006
875,2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,187,3,1,7/24/1987
876,2895,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,255,1124,191,2/13/2001
878,2898,Three Stories and a Reflection,Patrick Süskind,3.57,128,24,3,11/13/1997
879,2899,The Pigeon,Patrick Süskind,3.68,77,6254,423,6/29/1989
880,2900,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,128,2061,104,11/3/2003
883,2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,80,114,17,1/1/1995
884,2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,111,1177,218,8/10/2004
885,2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,560,557,46,9/9/2003
886,2921,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,226,25,2,8/22/1981
887,2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,272,5437,830,2/17/1995
888,2928,Brian's Winter,Gary Paulsen,4.01,133,76,12,1/1/1996
889,2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,320,209122,4131,6/12/2001
890,2933,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,286,1507,142,3/27/2003
891,2934,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,436,585,63,12/19/1994
892,2937,Robinson Crusoe,Daniel Defoe/Avi,3.67,482,204,32,7/1/2001
893,2940,Robinson Crusoe,Daniel Defoe,3.67,288,311,18,7/14/2006
894,2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,733,577,36,1/26/1999
895,2949,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,389,5,0,3/15/2003
896,2952,Huck Finn and Tom Sawyer Among the Indians,Mark Twain/Lee Nelson,3.57,277,242,29,4/22/2003
897,2953,Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,Mark Twain/Guy Cardwell/Louis J. Budd,4.06,808,33,3,8/1/2000
898,2956,The Adventures of Huckleberry Finn (Adventures of Tom and Huck  #2),Mark Twain/Guy Cardwell/John Seelye/Walter Trier,3.82,327,1049912,11391,12/31/2002
899,2958,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,368,144,17,5/6/2005
900,2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,244,687,37,8/14/2001
901,2962,The Annotated Huckleberry Finn,Mark Twain/Michael Patrick Hearn/E.W. Kemble,3.82,656,185,18,10/17/2001
902,2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.2,64,970,53,12/23/1998
903,2967,Mark Twain's Helpful Hints for Good Living: A Handbook for the Damned Human Race,Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank,3.86,221,513,71,10/18/2004
904,2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,848,5710,142,3/1/1984
905,2971,The Autobiography of Mark Twain,Mark Twain/Charles Neider,4.05,508,2871,209,11/28/2000
906,2973,Collected Tales  Sketches  Speeches  & Essays 1891–1910,Mark Twain/Louis J. Budd,4.39,1050,207,10,10/15/1992
907,2978,Lost Horizon,James Hilton,3.92,241,11892,955,6/15/2004
908,2988,Louisa May Alcott's Christmas Treasury,Louisa May Alcott/C. Michael Dudash/Stephen W. Hines,3.96,282,715,44,6/1/2002
909,2997,My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,361,1817,123,10/28/2003
910,2998,The Secret Garden,Frances Hodgson Burnett,4.13,331,764134,11796,9/1/1998
911,3003,The Secret Garden,Frances Hodgson Burnett/Sandra M. Gilbert,4.13,281,1739,116,7/1/2003
912,3004,The Secret Garden,Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.33,160,1653,76,3/1/2005
913,3006,The Secret Garden,Frances Hodgson Burnett/Alison Lurie,4.13,288,517,13,1/30/2003
914,3008,A Little Princess,Frances Hodgson Burnett/Nancy Bond,4.2,242,238192,4392,2/26/2002
915,3011,Waiting for the Party: The Life of Frances Hodgson Burnett  1849-1924,Ann Thwaite,3.8,274,23,7,9/1/1994
916,3014,The Secret Garden Cookbook: Recipes Inspired by Frances Hodgson Burnett's The Secret Garden,Amy Cotler/Frances Hodgson Burnett/Prudence See,4.3,128,150,23,3/19/1999
917,3023,Basic Economics: A Citizen's Guide to the Economy,Thomas Sowell,4.32,448,5899,475,12/24/2003
918,3025,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,627,328,43,4/3/2007
919,3040,Black Rednecks and White Liberals,Thomas Sowell,4.38,372,2579,301,6/1/2005
920,3041,Applied Economics: Thinking Beyond Stage One,Thomas Sowell,4.14,256,1546,122,11/13/2003
921,3042,Knowledge And Decisions,Thomas Sowell,4.39,422,766,47,10/4/1996
922,3047,A Conflict of Visions: Ideological Origins of Political Struggles,Thomas Sowell,4.31,304,1797,166,1/3/2002
923,3051,Sir Gawain and the Green Knight,Selina Shirley Hastings/Juan Wijngaard,3.91,29,65,9,6/27/1991
924,3053,Alcoholics Anonymous,Alcoholics Anonymous,4.45,250,22,0,8/1/1993
925,3055,Alcoholics Anonymous,Alcoholics Anonymous,4.45,576,495,30,2/10/2002
926,3056,The Twelve Steps & Twelve Traditions of Overeaters Anonymous,Overeaters Anonymous,4.36,221,213,10,1/1/1993
927,3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,240,39369,80,2/1/1990
928,3065,Natural Health  Natural Medicine,Andrew Weil,4.11,448,580,41,12/9/2004
929,3066,The Fixer,Bernard Malamud/Jonathan Safran Foer,3.96,335,8624,409,5/5/2004
930,3067,The Complete Stories,Bernard Malamud/Robert Giroux,4.22,656,712,51,10/12/1998
931,3068,The Assistant,Bernard Malamud/Jonathan Rosen,3.89,246,8073,319,7/7/2003
932,3070,Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4,184,4,0,3/1/1991
933,3072,The Tenants,Bernard Malamud/Aleksandar Hemon,3.65,248,662,50,9/18/2003
934,3075,Enchanted April: Acting Edition,Matthew Barber/Elizabeth von Arnim,3.61,73,67,6,4/7/2004
936,3087,A Room with a View,E.M. Forster,3.91,119,128596,3422,1/1/2005
937,3088,A Room with a View / Howards End,E.M. Forster/Benjamin DeMott,4.1,449,2450,113,2/4/1986
938,3100,E.M. Forster: Critical Guidebook,Lionel Trilling/E.M. Forster,3.51,208,6,0,1/17/1971
939,3101,The Longest Journey,E.M. Forster/Gilbert Adair/Elizabeth Heine,3.48,396,1665,125,7/27/2006
940,3102,Howards End,E.M. Forster,3.96,246,54765,1437,10/29/2002
941,3103,Maurice,E.M. Forster,4.03,256,21997,1005,12/17/2005
942,3104,E. M. Forster: A Life,P.N. Furbank,4.14,648,141,11,5/2/1994
943,3105,Howards End,E.M. Forster,3.96,352,368,26,9/28/2000
944,3107,The Sixteen Pleasures,Robert Hellenga,3.59,384,2699,336,5/1/1995
945,3113,Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,336,3259,187,5/18/2006
946,3117,The Rescue (Kidnapped  #3),Gordon Korman,4.11,140,1864,117,9/1/2006
947,3119,Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,151,1928,85,2/1/2006
948,3120,Public Enemies (On The Run  #5),Gordon Korman,4.19,150,2050,76,12/1/2005
949,3130,Runaway Bride,Deborah  Gordon,4.25,390,8,0,9/28/1994
950,3142,The Bridge over the Drina,Ivo Andrić/William H. McNeill,4.33,314,254,35,4/5/1995
951,3144,Drina Dances in Paris,Jean Estoril,4.16,194,14,4,4/1/1991
952,3145,Drina Ballerina,Jean Estoril,4.16,188,8,1,1/17/1991
954,3152,Drina Dances in Italy,Jean Estoril,4.08,191,21,0,8/31/1992
955,3155,Drina Goes on Tour,Jean Estoril/Mabel Esther Allan,4.26,188,112,7,10/20/1991
956,3156,Drina Dances in Madeira,Jean Estoril/Mabel Esther Allan,4.09,164,139,6,2/6/1991
957,3167,Phaedrus/Apology/Crito/Symposium,Plato/Benjamin Jowett,3,144,19,0,1/1/2006
958,3207,The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato/Reginald E. Allen,4.17,352,114,11,9/10/1989
959,3231,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,256,34,5,7/15/2003
961,3248,Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,480,100,9,9/1/1998
962,3254,The Trojan Women,Euripides/Gilbert Murray,3.89,80,4577,126,1/1/2006
963,3258,Greek Tragedies  Volume 2,David Grene/Richmond Lattimore/Aeschylus/Sophocles/Euripides,4.29,304,327,12,2/15/1960
964,3273,Moloka'i (Moloka'i #1),Alan Brennert,4.17,405,91395,8192,10/4/2004
965,3280,Teaching with the Brain in Mind,Eric Jensen,4.11,186,592,49,6/15/2005
966,3283,Introducing Mind and Brain (Introducing...),Angus Gellatly/Oscar Zárate/Richard Appignanesi,3.54,176,26,1,5/10/2001
967,3290,Eva Luna,Isabel Allende/Margaret Sayers Peden,3.97,320,430,23,8/30/2005
968,3291,The Stories of Eva Luna,Isabel Allende,3.97,352,12839,375,11/13/2001
969,3293,Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende/Richard D. Woods/Kenneth M. Taggart,3.97,256,10,1,12/1/1994
971,3300,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,321,15345,1075,11/7/2006
975,3304,City of the Beasts (Eagle and Jaguar  #1),Isabel Allende/Margaret Sayers Peden,3.71,408,17962,778,4/27/2004
976,3311,Self,Yann Martel,3.43,331,2359,146,4/7/2003
978,3325,Drina Dances in Switzerland,Jean Estoril/Jenny Sanders,4.02,188,13,1,8/23/1993
979,3340,The Story of Salt,Mark Kurlansky/S.D. Schindler,4.08,48,382,85,9/7/2006
980,3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4,203,768,96,9/12/2006
981,3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,319,191,26,2/28/2006
982,3344,Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.91,294,970,104,7/1/1998
983,3345,1968: The Year That Rocked the World,Mark Kurlansky,3.78,480,2046,248,1/11/2005
984,3346,A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,456,51,2,3/26/2002
985,3347,The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.85,400,3457,329,2/1/2001
986,3348,The Cod's Tale,Mark Kurlansky/S.D. Schindler,3.91,48,127,25,9/10/2001
987,3351,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0,200,0,0,10/13/2000
989,3359,Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,557,856,146,12/1/2000
990,3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.25,201,7736,641,8/28/2005
991,3384,Girlfriend in a Coma,Douglas Coupland,3.62,288,15798,612,3/1/1999
992,3388,Corelli's Mandolin,Louis de Bernières,3.98,437,62954,1791,8/29/1995
993,3402,Kiffe Kiffe Tomorrow,Faïza Guène/Sarah    Adams,3.4,179,1084,131,7/3/2006
994,3403,Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.72,406,1170,117,12/22/1999
995,3404,The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.95,480,138,29,6/27/2006
996,3409,Temptations,Otis Williams/Patricia Romanowski,4.19,304,99,16,6/25/2002
997,3413,The Thorn Birds,Colleen McCullough,4.23,673,533,66,9/6/2005
998,3416,Caesar (Masters of Rome  #5),Colleen McCullough,4.37,928,5991,120,1/28/2003
999,3417,Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.25,943,5423,157,2/1/1997
1000,3418,On  Off (Carmine Delmonico  #1),Colleen McCullough,3.52,372,1182,175,5/23/2006
1001,3419,Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,768,39,7,2/14/1999
1002,3420,Morgan's Run,Colleen McCullough,3.95,848,3478,191,1/1/2002
1003,3421,The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.29,1110,4291,119,10/28/2003
1004,3422,The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.11,896,311,49,9/28/1990
1005,3424,The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.3,1104,9623,199,7/1/1992
1006,3425,Tim,Colleen McCullough,3.81,288,153,17,11/1/1990
1007,3426,O'Brien's the Things They Carried,Jill Colella/CliffsNotes,3.69,128,24,2,12/14/2000
1008,3431,The Five People You Meet in Heaven,Mitch Albom,3.93,196,520051,16562,9/23/2003
1009,3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,272,16588,1606,4/15/2004
1010,3438,The Curious Incident of the Dog In the Night-time,Mark Haddon,3.88,268,6124,754,4/1/2004
1011,3439,The Curious Incident of the Dog in the Night-time,Mark Haddon,3.88,240,34,6,3/28/2006
1012,3444,Northern Lights,Tim O'Brien,3.29,372,981,69,9/1/1999
1013,3445,If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,225,7763,362,9/1/1999
1014,3446,Going After Cacciato,Tim O'Brien,3.91,351,10384,637,9/1/1999
1015,3447,In the Lake of the Woods,Tim O'Brien,3.78,303,14655,1211,9/1/2006
1016,3449,The Nuclear Age,Tim O'Brien,3.45,320,945,61,12/1/1996
1017,3462,The Rescue,Nicholas Sparks,4.11,352,154933,3141,4/1/2005
1018,3463,A Bend in the Road,Nicholas Sparks,4.03,341,125693,3229,4/1/2005
1019,3464,True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,465,68228,2425,4/11/2006
1020,3465,Three Weeks With My Brother,Nicholas Sparks/Micah Sparks,4.03,368,36784,2658,1/3/2006
1021,3466,The Wedding (The Notebook  #2),Nicholas Sparks,3.99,276,126629,5295,8/1/2005
1023,3469,Nights in Rodanthe,Nicholas Sparks,3.84,212,1596,157,8/1/2004
1024,3471,Message in a Bottle,Nicholas Sparks,3.96,370,2755,218,2/1/1999
1025,3473,A Walk to Remember,Nicholas Sparks,4.17,240,555995,10173,9/1/2004
1026,3476,Icy Sparks,Gwyn Hyman Rubio,3.7,320,37936,1192,3/8/2001
1027,3478,Message in a Bottle,Nicholas Sparks,3.96,342,201488,3496,12/1/1999
1028,3479,Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim,3.98,327,1967,66,10/31/2006
